autor,titulo,seccion,fecha,es_sindicado,error,ruta,vistas
Andrea Mercedes,¿Qué significa que Uber compre PedidosYa? Así cambia el mercado del delivery en América Latina,daily news,2026-07-17T09:38:23-04:00,False,,/money-invest/daily-news/uber-compra-pedidosya-delivery-america-latina/,1014
Andrea Mercedes,"Santo Domingo recibe los Juegos Centroamericanos 2026: guía con calendario, boletos y sedes",sport business,2026-07-23T10:45:17-04:00,False,,/money-invest/daily-news/juegos-centroamericanos-santo-domingo-2026-guia-calendario-boletos-sedes/,982
Jhojhanni Fiorini,Precios del Galaxy Z Fold 8 y Z Flip 8: La filtración que confirma un fuerte aumento,devices,2026-07-03T15:14:34-04:00,False,,/technology/devices/precios-del-galaxy-z-fold-8-y-z-flip-8-la-filtracion-que-confirma-un-fuerte-aumento/,979
Jhojhanni Fiorini,Resultados de las loterías del 17 de junio de 2026 en República Dominicana,actualidad,2026-06-18T09:17:12-04:00,False,,/actualidad/resultados-de-las-loterias-del-17-de-junio-de-2026-en-republica-dominicana/,978
Jhojhanni Fiorini,Ranking de los países más corruptos de Latinoamérica en 2026,internacional,2026-02-12T10:59:27-04:00,False,,/money-invest/internacional-economia/ranking-de-los-paises-mas-corruptos-de-latinoamerica-en-2026/,973
Elba Reyes,¿Cómo saber si leyeron mi mensaje sin el doble check azul? Trucos de WhatsApp 2026,devices,2026-05-22T11:14:21-04:00,False,,/technology/devices/como-saber-si-leyeron-mi-mensaje-sin-el-doble-check-azul-trucos-de-whatsapp-2026/,962
Andrea Mercedes,Monorriel de Santo Domingo: cuándo comenzarán las obras y cómo será la primera etapa,daily news,2026-06-24T09:14:34-04:00,False,,/money-invest/daily-news/monorriel-de-santo-domingo-cuando-comenzaran-las-obras-y-como-sera-la-primera-etapa/,956
Andrea Mercedes,¿Qué cambia en la justicia dominicana? Desglose de los artículos clave del nuevo Código Penal,daily news,2026-07-22T15:19:59-04:00,False,,/money-invest/daily-news/cambios-nuevo-codigo-penal-republica-dominicana-2026/,955
Andrea Mercedes,¿Se alteró el Escudo Nacional? La verdad detrás de la polémica por el nuevo diseño de la cédula dominicana,daily news,2026-07-17T15:06:19-04:00,False,,/money-invest/daily-news/escudo-nacional-nueva-cedula-dominicana/,946
Karime Rivas,Rita Abinader como puente de la solidaridad regional: una misión humanitaria que conectó a República Dominicana y Venezuela,leadership,2026-06-30T20:02:55-04:00,False,,/mercado-women/leadership/rita-abinader-mision-humanitaria/,908
Andrea Mercedes,Resultados de Leidsa del miércoles 24 de junio de 2026,actualidad,2026-06-25T09:12:36-04:00,False,,/actualidad/resultados-de-leidsa-del-miercoles-24-de-junio-de-2026/,905
Jhojhanni Fiorini,Los países más ricos de Latinoamérica por PIB per cápita en 2026,money invest,2026-02-21T09:16:30-04:00,False,,/money-invest/los-paises-mas-ricos-de-latinoamerica-por-pib-per-capita-en-2026/,878
Jhojhanni Fiorini,Filtraciones del iPhone 18 en internet: Los cambios secretos que causan la molestia de Apple,devices,2026-07-20T11:44:41-04:00,False,,/technology/devices/filtraciones-del-iphone-18-en-internet-los-cambios-secretos-que-causan-la-molestia-de-apple/,860
SIN_AUTOR,,,,False,404 Client Error: Not Found for url: https://revistamercado.do/business/prueba-desarrollo-daily-new-2026-estados-unidos-anuncia-aranceles-del-50/,/business/prueba-desarrollo-daily-new-2026-estados-unidos-anuncia-aranceles-del-50/,855
Jhojhanni Fiorini,iPhone 17 vs iPhone 18 Pro Max: qué cambia y si vale la pena esperar,technology,2026-04-13T13:47:20-04:00,False,,/technology/iphone-17-vs-iphone-18-pro-max-que-cambia-y-si-vale-la-pena-esperar/,853
Andrea Mercedes,¿Cómo circular por la Plaza de la Bandera? Estos son los cambios en el tránsito por el nuevo túnel,daily news,2026-07-17T11:48:55-04:00,False,,/money-invest/daily-news/tunel-luperon-cambios-transito-santo-domingo/,853
Jhojhanni Fiorini,Resultados de la lotería nacional del lunes 27 de abril de 2026,actualidad,2026-04-28T08:46:15-04:00,False,,/actualidad/resultados-de-la-loteria-nacional-del-lunes-27-de-abril-de-2026/,851
Jhojhanni Fiorini,Resultados de las loterías del 15 de junio de 2026 en República Dominicana,actualidad,2026-06-16T08:25:27-04:00,False,,/actualidad/resultados-de-las-loterias-del-15-de-junio-de-2026-en-republica-dominicana/,849
Elba Reyes,Link oficial para consultar el Bono Madre 2026: Verifica con tu cédula si eres beneficiaria,daily news,2026-05-26T13:11:36-04:00,False,,/money-invest/daily-news/link-oficial-para-consultar-el-bono-madre-2026-verifica-con-tu-cedula-si-eres-beneficiaria/,847
SIN_AUTOR,,,,False,,/rankings_cat/mejores-empresas-para-trabajar-en-rd/,839
Andrea Mercedes,"¿Cómo renovar la licencia de conducir en RD? Pasos, citas, oficinas y cuánto tarda el proceso",daily news,2026-06-25T16:47:33-04:00,False,,/money-invest/daily-news/como-renovar-la-licencia-de-conducir-en-rd-pasos-citas-oficinas-y-cuanto-tarda-el-proceso/,829
Andrea Mercedes,¿Qué reveló la NASA sobre el terremoto en Venezuela? Así se movió la superficie terrestre,daily news,2026-07-14T10:02:15-04:00,False,,/money-invest/daily-news/nasa-terremoto-venezuela-superficie-terrestre-nisar/,828
Edwin Lozada,La increíble coincidencia del libro que coronó a España antes del Mundial 2026,sport business,2026-07-19T18:59:47-04:00,False,,/money-invest/daily-news/libro-predijo-espana-campeona-mundial-2026/,827
Elba Reyes,Cierres de calles por Santo Domingo 2026: Guía para evitar el tránsito en el Centro Olímpico,daily news,2026-07-24T11:04:19-04:00,False,,/money-invest/daily-news/cierres-de-calles-por-santo-domingo-2026-guia-para-evitar-el-transito-en-el-centro-olimpico/,811
Elba Reyes,iPhone 18: La estrategia poco habitual que evaluaría Apple para sus próximos celulares,devices,2026-07-28T16:59:02-04:00,False,,/technology/devices/iphone-18-la-estrategia-poco-habitual-que-evaluaria-apple-para-sus-proximos-celulares/,798
Elba Reyes,Mhoni Vidente lanza su predicción para el España vs. Argentina en la final del Mundial 2026,actualidad,2026-07-16T16:28:25-04:00,False,,/actualidad/mhoni-vidente-lanza-su-prediccion-para-el-espana-vs-argentina-en-la-final-del-mundial-2026/,793
Elba Reyes,La final del Mundial 2026 ya está definida: España vs. Argentina; cuándo y dónde verla en RD,sport business,2026-07-15T17:16:50-04:00,False,,/empresas/sport-business/la-final-del-mundial-2026-ya-esta-definida-espana-vs-argentina-cuando-y-donde-verla-en-rd/,781
Elba Reyes,Ni trampas ni veneno: este es el truco natural para ahuyentar las ratas de su casa,actualidad,2026-04-30T15:02:36-04:00,False,,/actualidad/ni-trampas-ni-veneno-este-es-el-truco-natural-para-ahuyenta-las-ratas-de-su-casa/,773
Elba Reyes,Cómo volver a ver fotos de un solo uso en WhatsApp con este truco oculto,technology,2026-03-20T13:53:23-04:00,False,,/technology/como-volver-a-ver-fotos-de-un-solo-uso-en-whatsapp-con-este-truco-oculto/,755
Andrea Mercedes,¿Cuánto recibirán los atletas dominicanos por ganar una medalla en los Juegos Centroamericanos y del Caribe Santo Domingo 2026?,república dominicana,2026-07-27T11:39:07-04:00,False,,/empresas/sport-business/incentivos-atletas-juegos-centroamericanos-2026-rd/,738
Miguel Vega,Argentina vs. Inglaterra en el Mundial 2026: la historia detrás de una rivalidad que marcó el fútbol,sport business,2026-07-15T04:00:48-04:00,True,,/empresas/sport-business/argentina-vs-inglaterra-mundial-2026-historia-rivalidad/,734
Jhojhanni Fiorini,iPhone 18 Pro: Razones clave para cambiar tu iPhone viejo y dar el salto generacional,devices,2026-07-30T13:43:13-04:00,False,,/technology/devices/iphone-18-pro-razones-clave-para-cambiar-tu-iphone-viejo-y-dar-el-salto-generacional/,734
Elba Reyes,¿Quiénes son los atletas dominicanos que ganaron medalla de oro en los Juegos Centroamericanos 2026?,sport business,2026-07-28T11:26:34-04:00,False,,/empresas/sport-business/quienes-son-los-atletas-dominicanos-que-ganaron-medalla-de-oro-en-los-juegos-centroamericanos-2026/,732
Elba Reyes,¿Cuántos goles le faltan a Messi para ser el máximo goleador de la historia del Mundial? El récord de Klose,sport business,2026-07-08T15:38:08-04:00,False,,/empresas/sport-business/cuantos-goles-le-faltan-a-messi-para-ser-el-maximo-goleador-de-la-historia-del-mundial-el-record-de-klose/,730
Andrea Mercedes,Cuándo empiezan los Juegos Centroamericanos y del Caribe Santo Domingo 2026? Fechas y calendario,sport business,2026-07-22T17:22:20-04:00,False,,/money-invest/daily-news/juegos-centroamericanos-caribe-santo-domingo-2026-fechas-calendario/,728
Jhojhanni Fiorini,"Partidos del Mundial 2026 HOY, viernes 3 de julio: horarios en RD, dónde ver fútbol en vivo",actualidad,2026-07-03T07:19:20-04:00,False,,/actualidad/partidos-del-mundial-2026-hoy-viernes-3-de-julio-horarios-en-rd-donde-ver-futbol-en-vivo/,728
revistamercado,Los 13 mejores restaurantes en Santo Domingo,actualidad,2021-12-09T18:15:57-04:00,False,,/actualidad/los-mejores-restaurantes-rd/,698
Jhojhanni Fiorini,¿Por qué Apple recortará costes en la pantalla del iPhone 18 Pro y cómo afectará su precio final?,devices,2026-07-27T16:54:18-04:00,False,,/technology/devices/por-que-apple-recortara-costes-en-la-pantalla-del-iphone-18-pro-y-como-afectara-su-precio-final/,698
Agatha Thomas,Ranking global: los 20 países con los impuestos más altos del mundo,empresas,2026-01-30T13:52:44-04:00,False,,/empresas/ranking-global-los-20-paises-con-los-impuestos-mas-altos-del-mundo/,682
Darling Gil,La edición que celebra a los líderes de la innovación y el emprendimiento,empresas,2026-07-07T13:47:09-04:00,False,,/empresas/la-edicion-que-celebra-a-los-lideres-de-la-innovacion-y-el-emprendimiento/,680
Andrea Mercedes,¿Quiénes produjeron y diseñaron el show de apertura de los Juegos Centroamericanos Santo Domingo 2026?,república dominicana,2026-07-27T17:24:44-04:00,False,,/empresas/sport-business/show-apertura-juegos-centroamericanos-santo-domingo-2026-produccion/,679
Elba Reyes,¿Cuántas medallas ganó República Dominicana en la quinta jornada de Santo Domingo 2026?,sport business,2026-07-30T12:37:49-04:00,False,,/empresas/sport-business/cuantas-medallas-gano-republica-dominicana-en-la-quinta-jornada-de-santo-domingo-2026/,675
Ana Sosa,Precio del petróleo: por qué el mercado vuelve a temer una nueva crisis energética,business,2026-07-27T10:15:17-04:00,True,,/business/precio-del-petroleo-por-que-el-mercado-vuelve-a-temer-una-nueva-crisis-energetica/,671
Edwin Lozada,República Dominicana queda a dos medallas de una marca histórica en Santo Domingo 2026,sport business,2026-07-26T09:42:43-04:00,False,,/empresas/sport-business/republica-dominicana-1000-medallas-juegos-centroamericanos-2026/,665
Andrea Mercedes,¿Cuántas víctimas dejó el sismo de Venezuela? Balance y mapa de las zonas más afectadas por la tragedia,daily news,2026-07-09T15:50:12-04:00,False,,/money-invest/daily-news/cuantas-victimas-dejo-el-sismo-de-venezuela-balance-y-mapa-de-las-zonas-mas-afectadas-por-la-tragedia/,665
Jhojhanni Fiorini,Ranking: estos son los países con la peor calidad de vida en 2026,money invest,2026-02-26T09:17:34-04:00,False,,/money-invest/ranking-estos-son-los-paises-con-la-peor-calidad-de-vida-en-2026/,655
Jhojhanni Fiorini,"Las 10 ciudades más seguras de Latinoamérica, según el ranking de seguridad",internacional,2026-03-13T10:21:35-04:00,False,,/money-invest/internacional-economia/las-10-ciudades-mas-seguras-de-latinoamerica-segun-el-ranking-de-seguridad/,644
Elba Reyes,Votaciones del Juego de Estrellas MLB 2026: ¿Qué dominicanos serán titulares?,actualidad,2026-07-02T14:48:51-04:00,False,,/actualidad/votaciones-del-juego-de-estrellas-mlb-2026-que-dominicanos-seran-titulares/,642
Elba Reyes,¿Cómo es el balón de la final del Mundial 2026? Así es el «Trionda Final» y la tecnología que esconde,sport business,2026-07-14T16:02:42-04:00,False,,/empresas/sport-business/como-es-el-balon-de-la-final-del-mundial-2026-asi-es-el-trionda-final-y-la-tecnologia-que-esconde/,639
Jhojhanni Fiorini,Ranking 2026: los países más caros para vivir en América Latina y el Caribe,internacional,2026-02-24T16:10:51-04:00,False,,/money-invest/internacional-economia/ranking-2026-los-paises-mas-caros-para-vivir-en-america-latina-y-el-caribe/,637
Ana Sosa,España gana el Mundial 2026: conquista su segunda Copa del Mundo tras vencer a Argentina,sport business,2026-07-20T05:38:18-04:00,True,,/empresas/sport-business/espana-gana-el-mundial-2026-conquista-su-segunda-copa-del-mundo-tras-vencer-a-argentina/,636
Elba Reyes,¿Cuándo empieza el próximo Mundial? Los años y días que faltan para la Copa del Mundo 2030,sport business,2026-07-21T16:55:58-04:00,False,,/empresas/sport-business/cuando-empieza-el-proximo-mundial-los-anos-y-dias-que-faltan-para-la-copa-del-mundo-2030/,622
Elba Reyes,Nueva cédula en RD redefine su modelo: todo lo que debe saber sobre su vigencia por edad y versión digital,daily news,2026-04-13T11:33:27-04:00,False,,/money-invest/daily-news/nueva-cedula-en-rd-redefine-su-modelo-todo-lo-que-debe-saber-sobre-su-vigencia-por-edad-y-version-digital/,617
Elba Reyes,Calendario lunar para cortarse el pelo en 2026: fechas para que crezca rápido y fuerte,trends,2026-01-30T11:10:31-04:00,False,,/mercado-women/trends/calendario-lunar-para-cortarse-el-pelo-en-2026-fechas-para-que-crezca-rapido-y-fuerte/,613
Elba Reyes,¿Se retira Cristiano Ronaldo? Confirman que el Mundial 2026 será su «último baile»,actualidad,2026-07-03T17:39:45-04:00,False,,/actualidad/se-retira-cristiano-ronaldo-confirman-que-el-mundial-2026-sera-su-ultimo-baile/,604
Andrea Mercedes,¿Qué pasaría en Santo Domingo y Santiago si ocurre un terremoto como el de Venezuela?,daily news,2026-06-29T16:46:29-04:00,False,,/money-invest/daily-news/que-pasaria-en-santo-domingo-y-santiago-si-ocurre-un-terremoto-como-el-de-venezuela/,601
Elba Reyes,"Espectáculo de clausura del Mundial 2026: Horarios, artistas y qué canales transmiten en RD",sport business,2026-07-17T12:03:48-04:00,False,,/empresas/sport-business/espectaculo-de-clausura-del-mundial-2026-horarios-artistas-y-que-canales-transmiten-en-rd/,601
Jhojhanni Fiorini,Resultados de las loterías del 16 de junio de 2026 en República Dominicana,actualidad,2026-06-17T09:50:08-04:00,False,,/actualidad/resultados-de-las-loterias-del-16-de-junio-de-2026-en-republica-dominicana/,599
Elba Reyes,Resultados de la Lotería Quiniela Real del domingo 5 julio de 2026,actualidad,2026-07-06T08:05:57-04:00,False,,/actualidad/resultados-de-la-loteria-quiniela-real-del-domingo-5-julio-de-2026/,580
Jhojhanni Fiorini,Países con mejor reputación de Latinoamérica 2026: El ranking de RepCore Nations,internacional,2026-07-03T15:23:16-04:00,False,,/money-invest/daily-news/paises-con-mejor-reputacion-de-latinoamerica-2026-el-ranking-de-repcore-nations/,579
Elba Reyes,"Quién es Melissa Núñez Miss RD Universo 2026: Biografía, carrera y perfil de la ganadora",actualidad,2026-07-31T16:30:29-04:00,False,,/actualidad/quien-es-melissa-nunez-miss-rd-universo-2026-biografia-carrera-y-perfil-de-la-ganadora/,576
Elba Reyes,Nombre de usuario en WhatsApp 2026: ¿Es obligatorio registrar un alias?,devices,2026-07-01T12:19:38-04:00,False,,/technology/devices/nombre-de-usuario-en-whatsapp-2026-es-obligatorio-registrar-un-alias/,576
Jhojhanni Fiorini,La nueva imagen global de Coca-Cola: El drástico cambio de diseño que se aplicará en todo el mundo,empresas,2026-07-20T16:25:41-04:00,False,,/empresas/la-nueva-imagen-global-de-coca-cola-el-drastico-cambio-de-diseno-que-se-aplicara-en-todo-el-mundo/,574
Andrea Mercedes,"EN VIVO | Trayectoria de la tormenta tropical Elida: Siga la ruta, alertas y lluvias en República Dominicana",daily news,2026-07-17T13:10:10-04:00,False,,/money-invest/daily-news/tormenta-tropical-elida-trayectoria-en-vivo/,556
Jhojhanni Fiorini,¿Cuánto dinero ganó la FIFA por el Mundial 2026 y cómo se repartieron los premios?,sport business,2026-07-21T13:26:14-04:00,False,,/empresas/sport-business/cuanto-dinero-gano-la-fifa-por-el-mundial-2026-y-como-se-repartieron-los-premios/,555
Andrea Mercedes,Impuesto a las transferencias electrónicas sube: ¿qué cambia desde este 3 de julio?,daily news,2026-07-02T09:23:34-04:00,False,,/money-invest/daily-news/impuesto-a-las-transferencias-electronicas-sube-que-cambia-desde-este-3-de-julio/,555
Elba Reyes,Modo fantasma en WhatsApp: Trucos infalibles para leer mensajes sin dejar el «en visto»,devices,2026-05-19T11:46:55-04:00,False,,/technology/devices/modo-fantasma-en-whatsapp-trucos-infalibles-para-leer-mensajes-sin-dejar-el-en-visto/,552
Elba Reyes,Resultados de la Lotería Quiniela Real del jueves 23 julio de 2026,actualidad,2026-07-24T09:00:39-04:00,False,,/actualidad/resultados-de-la-loteria-quiniela-real-del-jueves-23-julio-de-2026/,547
Elba Reyes,"Samsung presenta los nuevos Galaxy Z Fold 8 y Z Flip 8: Precios, fechas y características",devices,2026-07-23T13:16:42-04:00,False,,/technology/devices/samsung-presenta-los-nuevos-galaxy-z-fold-8-y-z-flip-8-precios-fechas-y-caracteristicas/,546
Darling Gil,Gianni Infantino: el arquitecto de un fútbol globalizado,cover story,2026-06-08T00:01:10-04:00,True,,/cover-story/gianni-infantino-el-arquitecto-de-un-futbol-globalizado/,540
Elba Reyes,Resultados de la Lotería Quiniela Real del miércoles 1 julio de 2026,actualidad,2026-07-02T08:27:36-04:00,False,,/actualidad/resultados-de-la-loteria-quiniela-real-del-miercoles-1-julio-de-2026/,537
